N,P,K,temperature,humidity,ph,rainfall,soil_type,state,season,crop
205.94,15.18,103.39,26.02,30.82,6.79,1314.71,Red,Madhya Pradesh,Zaid,Banana
33.03,9.79,46.03,35.94,59.75,5.53,1641.14,Sandy,West Bengal,Kharif,Sesame
114.96,5.63,134.09,32.94,42.36,5.99,818.48,Red,Telangana,Rabi,Chilli
44.44,6.27,27.4,18.25,53.96,6.64,1163.94,Sandy,Gujarat,Zaid,Potato
124.6,6.83,137.85,17.74,36.29,5.17,2426.0,Laterite,Maharashtra,Zaid,Potato
137.07,38.08,94.7,23.27,81.3,7.98,2993.35,Alluvial,Assam,Zaid,Potato
165.75,6.47,272.43,39.0,72.06,7.98,842.76,Black,Tamil Nadu,Kharif,Cotton
120.62,12.95,209.88,24.17,59.33,5.76,1585.22,Red,Odisha,Zaid,Banana
32.63,10.29,50.96,38.54,43.22,5.82,1211.94,Sandy,Bihar,Rabi,Potato
32.19,8.69,81.16,29.9,75.21,6.13,3695.15,Laterite,Kerala,Rabi,Chilli
95.9,12.96,49.3,28.64,62.87,6.51,1025.09,Sandy,Tamil Nadu,Rabi,Groundnut
234.77,19.98,223.29,16.44,50.4,6.87,1316.93,Alluvial,Gujarat,Kharif,Rice
53.3,12.81,218.03,12.39,75.93,5.91,2350.67,Red,Assam,Kharif,Tea
172.79,20.02,282.57,25.77,33.01,7.8,625.68,Alluvial,Rajasthan,Zaid,Banana
86.65,21.64,89.86,41.33,41.73,6.84,1365.06,Red,Madhya Pradesh,Zaid,Banana
46.07,11.1,189.87,27.53,72.39,5.26,807.85,Laterite,Telangana,Zaid,Banana
169.31,10.59,166.82,17.05,71.92,7.75,720.28,Black,Gujarat,Rabi,Wheat
114.09,10.78,134.63,39.6,66.38,7.9,998.51,Black,Uttar Pradesh,Rabi,Chilli
64.81,7.51,99.83,33.5,80.1,7.0,1605.72,Red,Karnataka,Kharif,Turmeric
212.3,9.41,98.98,33.27,64.08,7.35,1542.22,Alluvial,Bihar,Kharif,Sugarcane
90.63,15.75,69.41,17.88,82.02,7.39,1111.9,Black,Maharashtra,Kharif,Sugarcane
132.82,15.69,121.94,25.05,94.45,6.46,1690.44,Red,Kerala,Zaid,Banana
117.05,17.89,205.87,12.31,47.44,6.97,1535.74,Clay,Bihar,Zaid,Banana
199.91,10.54,204.95,25.94,53.3,7.19,1647.29,Alluvial,Maharashtra,Rabi,Jowar
53.28,10.51,80.17,18.56,55.55,6.46,700.84,Sandy,Rajasthan,Rabi,Mustard
206.8,34.49,243.02,31.24,59.85,7.75,1278.3,Alluvial,Bihar,Zaid,Banana
117.62,8.11,128.73,12.63,58.09,6.09,541.4,Sandy,Haryana,Zaid,Potato
207.02,26.6,249.54,24.99,58.44,5.55,1157.49,Red,Karnataka,Zaid,Banana
158.18,10.22,138.88,33.18,71.75,7.28,1477.48,Black,Karnataka,Zaid,Banana
142.21,10.08,170.85,24.39,75.88,6.95,2962.0,Red,Assam,Rabi,Maize
258.51,20.82,108.4,25.64,55.5,7.06,828.08,Alluvial,Madhya Pradesh,Kharif,Cotton
139.99,12.63,83.84,27.53,54.59,7.24,839.42,Black,Telangana,Rabi,Maize
213.64,9.0,77.13,34.71,71.47,8.27,3196.82,Black,Karnataka,Rabi,Jowar
126.58,24.49,290.75,19.89,63.38,6.6,960.22,Clay,Uttar Pradesh,Zaid,Potato
126.01,7.54,56.83,33.17,48.1,5.71,2743.45,Laterite,Maharashtra,Kharif,Coconut
189.12,50.45,188.99,18.74,30.9,6.79,300.78,Alluvial,Rajasthan,Zaid,Potato
38.59,4.22,175.65,24.56,83.68,6.44,2301.71,Sandy,Kerala,Rabi,Gram
57.97,7.78,217.98,20.55,59.52,6.42,782.62,Laterite,Telangana,Rabi,Chilli
146.91,31.84,112.83,28.58,35.8,6.4,661.96,Clay,Haryana,Kharif,Sugarcane
111.87,5.6,81.68,35.17,37.84,8.83,1346.46,Saline,Gujarat,Rabi,Wheat
227.25,20.8,55.83,9.52,51.75,6.97,473.67,Alluvial,Punjab,Rabi,Wheat
133.03,12.72,77.35,24.72,45.79,7.26,698.5,Sandy,Haryana,Rabi,Mustard
337.54,19.68,224.84,33.76,57.89,7.03,453.21,Alluvial,Haryana,Rabi,Mustard
166.95,32.3,137.22,33.57,65.92,7.9,1555.17,Alluvial,Maharashtra,Rabi,Jowar
111.43,11.86,80.23,18.88,76.83,5.93,2225.05,Red,West Bengal,Zaid,Potato
149.37,18.97,172.8,16.22,71.67,7.41,535.03,Alluvial,Punjab,Kharif,Maize
255.03,13.62,310.16,21.67,43.2,7.21,446.06,Clay,Punjab,Kharif,Sugarcane
174.08,17.31,190.58,32.81,89.61,8.17,1497.39,Black,Odisha,Rabi,Jowar
47.29,28.36,96.38,35.94,57.99,5.95,2034.74,Red,Karnataka,Rabi,Jowar
108.64,25.37,204.49,34.64,74.34,6.53,2015.54,Alluvial,West Bengal,Zaid,Banana
106.95,5.31,47.7,43.13,39.54,5.73,635.14,Red,Rajasthan,Kharif,Maize
310.64,15.96,127.14,28.46,70.05,6.67,3401.9,Alluvial,Kerala,Kharif,Coconut
145.05,17.43,49.72,22.43,42.91,7.0,733.45,Red,Rajasthan,Rabi,Maize
74.67,6.97,69.59,41.09,42.62,5.61,1107.3,Sandy,Bihar,Kharif,Coconut
81.35,19.61,222.39,25.12,82.17,7.27,1442.74,Black,Karnataka,Rabi,Jowar
89.09,13.99,50.39,11.64,81.65,7.41,1328.04,Sandy,Bihar,Kharif,Sugarcane
76.61,9.65,153.81,35.08,65.23,6.23,926.59,Laterite,Madhya Pradesh,Kharif,Cotton
56.02,5.89,63.2,27.19,72.6,5.82,2668.26,Sandy,Kerala,Kharif,Coconut
135.97,17.66,161.07,21.88,33.11,7.23,1114.14,Black,Uttar Pradesh,Zaid,Banana
229.1,29.14,110.53,31.89,83.63,7.04,1037.11,Black,Tamil Nadu,Zaid,Banana
154.25,13.91,157.36,22.68,44.25,8.69,1177.4,Saline,Gujarat,Kharif,Rice
32.77,15.83,17.92,42.76,56.1,5.85,719.33,Sandy,Haryana,Zaid,Potato
226.52,11.81,222.25,4.15,62.92,6.45,742.01,Clay,Punjab,Rabi,Wheat
95.57,13.01,169.71,13.75,78.11,5.72,862.79,Laterite,Madhya Pradesh,Kharif,Ragi
200.85,17.92,159.34,22.53,56.61,7.45,379.73,Alluvial,Rajasthan,Kharif,Maize
280.95,16.98,248.24,26.1,58.89,7.73,427.87,Black,Gujarat,Rabi,Gram
287.58,25.28,136.01,30.68,44.93,6.98,669.88,Clay,Haryana,Rabi,Wheat
44.18,7.74,119.84,24.42,87.55,6.24,1315.78,Red,Odisha,Zaid,Banana
174.63,14.19,130.56,27.84,66.89,8.14,611.26,Black,Karnataka,Kharif,Cotton
243.24,30.93,155.37,34.13,72.04,6.7,2580.41,Alluvial,Assam,Kharif,Coconut
108.19,13.31,48.43,14.75,72.18,6.79,1514.03,Red,Assam,Rabi,Potato
116.59,10.61,72.65,20.26,45.72,6.34,931.73,Laterite,Karnataka,Zaid,Potato
56.9,4.27,182.24,28.33,70.41,6.04,1241.09,Laterite,Tamil Nadu,Zaid,Banana
49.1,16.65,81.86,33.07,68.98,5.23,757.38,Laterite,Karnataka,Rabi,Jowar
49.11,10.42,58.1,41.55,47.34,5.07,2313.08,Laterite,Maharashtra,Rabi,Jowar
90.02,12.26,286.39,7.53,35.21,7.18,706.45,Alluvial,Haryana,Rabi,Wheat
179.31,11.08,158.1,27.32,47.78,5.2,1341.99,Laterite,Madhya Pradesh,Rabi,Gram
64.87,8.89,85.55,39.5,78.42,5.96,1870.42,Laterite,West Bengal,Zaid,Potato
266.78,13.58,143.27,38.99,61.1,6.23,503.78,Clay,Haryana,Rabi,Wheat
72.7,9.35,181.42,24.25,58.18,8.07,470.25,Saline,Gujarat,Kharif,Groundnut
206.81,16.39,270.05,41.63,75.18,8.42,754.22,Black,Maharashtra,Rabi,Jowar
210.5,6.82,76.63,34.77,60.11,6.8,1281.96,Alluvial,Bihar,Zaid,Banana
155.93,35.74,126.15,22.34,60.36,7.09,992.08,Alluvial,Telangana,Kharif,Maize
82.19,14.27,105.0,29.88,63.55,6.8,1063.28,Red,Andhra Pradesh,Rabi,Tobacco
106.51,14.88,239.59,10.14,63.97,7.13,1106.09,Black,Uttar Pradesh,Kharif,Sugarcane
64.46,9.68,29.72,33.92,59.54,7.42,601.4,Sandy,Gujarat,Rabi,Groundnut
123.42,11.09,117.45,18.57,73.64,5.03,3292.05,Laterite,Karnataka,Zaid,Potato
115.26,29.38,319.45,34.91,60.78,8.24,1976.69,Black,Maharashtra,Zaid,Banana
115.84,15.31,202.94,18.46,16.79,6.92,134.57,Alluvial,Rajasthan,Zaid,Potato
82.5,3.52,82.94,35.49,79.75,6.18,2660.32,Sandy,Kerala,Kharif,Coconut
259.97,17.3,85.66,29.03,59.16,6.74,964.53,Clay,Uttar Pradesh,Kharif,Sugarcane
159.65,10.12,141.46,28.81,64.55,7.77,842.04,Black,Madhya Pradesh,Rabi,Tobacco
42.96,9.08,70.48,15.15,56.21,5.9,438.18,Sandy,Gujarat,Kharif,Groundnut
193.26,22.18,143.32,27.44,68.67,5.6,935.17,Red,Madhya Pradesh,Kharif,Soybean
81.7,18.35,111.18,31.84,43.38,6.12,1086.99,Sandy,Bihar,Rabi,Maize
167.17,25.76,261.4,24.01,35.44,6.61,616.38,Clay,Punjab,Kharif,Rice
69.19,4.58,129.95,28.7,55.13,6.48,856.2,Sandy,Punjab,Rabi,Maize
180.95,13.44,135.6,13.03,30.6,7.13,849.26,Alluvial,Punjab,Zaid,Potato
140.69,50.29,263.34,23.13,36.45,7.93,1287.72,Alluvial,Gujarat,Zaid,Potato
46.14,11.0,96.79,21.68,89.43,5.32,1637.09,Laterite,West Bengal,Zaid,Potato
280.45,20.25,215.93,33.51,42.1,7.58,696.0,Alluvial,Haryana,Rabi,Jowar
257.76,14.43,124.56,29.55,84.32,7.92,629.22,Alluvial,Karnataka,Zaid,Banana
217.61,23.3,67.47,33.72,39.31,6.58,1408.26,Alluvial,Gujarat,Rabi,Tobacco
97.08,7.64,103.68,39.93,33.66,6.44,871.99,Laterite,Madhya Pradesh,Kharif,Cotton
197.92,43.06,179.08,36.29,60.44,6.82,2810.62,Alluvial,Karnataka,Rabi,Jowar
69.01,8.25,69.95,21.51,73.38,5.22,1517.47,Laterite,Assam,Kharif,Tea
92.53,22.92,114.48,22.49,76.53,6.73,1357.35,Red,Odisha,Kharif,Turmeric
94.33,3.4,60.77,16.76,46.64,7.39,1010.88,Sandy,Bihar,Kharif,Sugarcane
146.44,18.25,202.4,43.95,46.69,7.69,422.65,Alluvial,Punjab,Zaid,Potato
61.69,22.12,261.08,39.36,45.14,7.83,937.61,Alluvial,Telangana,Kharif,Cotton
116.2,10.53,134.4,29.82,76.39,5.86,1038.37,Laterite,Telangana,Zaid,Banana
161.65,42.69,286.26,19.18,66.27,7.65,1505.37,Alluvial,Bihar,Zaid,Potato
110.27,13.46,110.33,36.34,72.68,5.1,747.6,Laterite,Tamil Nadu,Rabi,Potato
109.8,6.77,83.57,34.46,74.48,6.51,3655.51,Red,Kerala,Rabi,Tobacco
98.25,9.18,115.83,32.91,77.79,6.03,1459.49,Laterite,Odisha,Kharif,Coconut
47.64,12.84,48.08,38.49,74.36,6.75,1162.36,Sandy,Tamil Nadu,Rabi,Groundnut
120.54,3.51,56.05,19.7,58.32,8.7,576.41,Saline,Rajasthan,Kharif,Maize
146.67,15.74,228.11,37.42,66.47,7.62,866.22,Black,Gujarat,Rabi,Tobacco
146.8,8.95,180.82,28.68,79.29,6.58,3491.05,Red,Kerala,Kharif,Banana
225.28,27.17,118.86,32.85,34.28,7.86,733.44,Black,Uttar Pradesh,Zaid,Potato
180.68,21.41,268.24,26.14,42.37,7.24,619.73,Alluvial,Rajasthan,Zaid,Banana
61.95,9.79,74.26,23.88,78.3,6.8,1359.09,Sandy,Gujarat,Zaid,Potato
145.62,18.91,240.98,34.94,48.13,8.26,2287.39,Black,Maharashtra,Zaid,Banana
65.97,11.58,130.14,31.39,83.54,7.03,1348.47,Sandy,Tamil Nadu,Rabi,Groundnut
80.41,15.51,41.32,20.45,37.02,8.18,423.13,Saline,Rajasthan,Zaid,Potato
145.16,8.2,253.8,22.05,39.74,8.01,1275.52,Black,Maharashtra,Rabi,Wheat
67.33,10.73,89.87,26.85,30.49,5.62,1094.26,Sandy,Gujarat,Zaid,Potato
166.8,26.91,148.67,38.86,67.82,6.1,1258.12,Red,Odisha,Kharif,Turmeric
112.61,14.65,197.87,35.81,56.17,6.32,1397.17,Clay,Bihar,Kharif,Sugarcane
201.23,17.6,142.82,29.0,45.19,6.75,591.69,Alluvial,Punjab,Rabi,Maize
162.49,20.56,231.7,20.78,80.05,7.73,2436.85,Alluvial,Assam,Zaid,Potato
70.06,10.47,173.7,36.19,50.07,6.14,750.81,Laterite,Telangana,Zaid,Potato
112.52,25.82,155.18,35.84,90.63,7.95,2953.68,Alluvial,Kerala,Rabi,Jowar
175.15,13.42,103.15,23.74,53.87,7.72,692.43,Clay,Punjab,Rabi,Wheat
107.95,14.06,48.88,21.99,65.83,5.76,1800.81,Laterite,Maharashtra,Zaid,Potato
171.52,31.63,97.37,35.4,36.12,8.0,959.68,Black,Gujarat,Rabi,Tobacco
91.07,8.71,105.32,32.63,66.09,5.79,1355.32,Sandy,West Bengal,Zaid,Potato
50.74,14.51,57.6,26.75,94.06,6.28,2172.3,Laterite,Kerala,Rabi,Tobacco
240.64,35.54,114.67,10.83,58.61,7.58,1093.34,Alluvial,Bihar,Zaid,Banana
134.85,10.48,112.51,18.18,74.34,5.55,2163.32,Laterite,Assam,Rabi,Potato
99.39,19.13,80.87,40.83,41.93,7.88,1075.59,Alluvial,Maharashtra,Kharif,Cotton
163.03,23.14,176.8,39.77,39.3,7.75,752.09,Black,Gujarat,Rabi,Wheat
72.64,6.73,152.39,30.79,74.79,6.39,1698.51,Laterite,Assam,Kharif,Coconut
114.0,14.53,57.24,27.84,90.31,6.33,2598.16,Red,Kerala,Zaid,Banana
224.49,27.44,164.25,20.48,82.23,6.57,2883.77,Alluvial,Maharashtra,Rabi,Barley
44.7,6.3,41.16,16.38,72.52,5.6,1735.37,Laterite,Maharashtra,Rabi,Groundnut
105.44,14.39,82.29,9.1,27.66,6.53,165.04,Alluvial,Rajasthan,Zaid,Banana
57.0,19.34,95.88,35.97,81.67,5.07,1254.42,Laterite,Odisha,Rabi,Jowar
228.54,39.8,203.9,30.15,63.01,7.16,486.33,Alluvial,Punjab,Rabi,Maize
32.53,9.77,50.74,15.97,74.82,6.49,895.02,Sandy,Punjab,Rabi,Potato
128.41,33.56,101.35,24.99,72.64,6.98,1583.91,Clay,Bihar,Zaid,Banana
63.24,11.19,113.85,20.11,46.01,5.84,704.01,Red,Telangana,Kharif,Maize
213.13,11.71,85.48,39.82,55.91,8.28,1307.61,Black,Gujarat,Rabi,Tobacco
174.95,18.99,280.67,37.81,62.28,7.75,683.12,Black,Andhra Pradesh,Rabi,Jowar
149.25,5.17,59.86,35.66,88.76,5.43,3450.13,Laterite,Kerala,Zaid,Banana
255.32,18.42,52.54,35.82,56.94,7.84,386.0,Alluvial,Haryana,Zaid,Banana
154.78,19.58,201.1,27.08,81.75,6.65,1059.46,Alluvial,Andhra Pradesh,Rabi,Chilli
117.11,9.2,151.91,23.78,44.39,5.92,1082.18,Sandy,Bihar,Kharif,Maize
141.63,21.06,89.83,29.4,82.05,7.98,1839.05,Alluvial,Assam,Kharif,Sugarcane
216.82,13.2,210.45,37.57,80.87,7.44,1377.94,Black,Tamil Nadu,Zaid,Banana
248.44,9.46,180.72,26.72,56.42,6.75,1058.86,Red,Tamil Nadu,Rabi,Tobacco
111.62,6.31,72.33,35.01,75.29,5.81,1182.18,Red,Andhra Pradesh,Kharif,Turmeric
329.08,6.92,266.26,42.66,61.18,7.8,1487.3,Alluvial,Madhya Pradesh,Zaid,Banana
46.31,6.77,61.92,19.41,50.76,6.48,505.42,Sandy,Haryana,Rabi,Mustard
118.08,10.85,94.14,35.59,62.31,6.68,1098.14,Red,Madhya Pradesh,Rabi,Chilli
141.27,34.47,155.04,21.87,78.29,7.13,1699.87,Alluvial,Odisha,Zaid,Banana
65.7,6.97,66.8,23.25,17.47,5.66,588.09,Sandy,Rajasthan,Kharif,Ragi
126.41,11.77,125.7,26.12,90.23,7.4,1844.86,Alluvial,Assam,Zaid,Banana
57.27,5.89,50.89,30.12,82.3,6.49,2619.24,Laterite,Kerala,Kharif,Rubber
84.72,14.77,130.47,30.49,43.73,5.93,570.25,Red,Rajasthan,Kharif,Maize
54.57,7.32,128.97,41.25,66.55,6.71,950.3,Sandy,Gujarat,Rabi,Groundnut
83.64,11.88,94.54,33.79,87.92,5.21,3553.55,Laterite,Kerala,Rabi,Chilli
191.97,14.02,76.6,16.9,67.16,6.18,1261.13,Red,Odisha,Rabi,Potato
236.63,19.85,80.48,14.41,72.76,7.19,480.68,Alluvial,Haryana,Rabi,Mustard
38.89,14.31,36.23,33.38,30.16,5.74,632.26,Sandy,Punjab,Zaid,Potato
42.43,9.64,137.06,19.43,61.45,6.69,874.55,Red,Telangana,Kharif,Maize
233.17,19.65,223.75,38.83,60.31,7.82,704.43,Clay,Punjab,Kharif,Cotton
121.96,29.37,214.44,18.27,66.75,8.36,1005.96,Black,Maharashtra,Rabi,Maize
103.25,15.64,197.84,23.95,77.64,7.73,1672.25,Alluvial,West Bengal,Zaid,Potato
134.42,39.96,287.08,15.77,43.23,6.73,452.64,Alluvial,Haryana,Zaid,Potato
34.39,3.53,73.06,39.94,56.99,6.49,426.57,Sandy,Haryana,Rabi,Mustard
107.38,9.16,118.44,25.95,79.72,6.28,2283.47,Laterite,Kerala,Rabi,Chilli
227.9,28.84,142.45,23.93,78.71,7.46,1197.37,Alluvial,Bihar,Rabi,Maize
147.34,7.68,225.91,18.88,31.32,8.46,1388.81,Black,Madhya Pradesh,Zaid,Banana
30.62,6.17,99.27,35.3,73.13,5.99,1807.28,Sandy,Kerala,Zaid,Potato
78.23,18.15,211.8,27.08,59.17,8.03,2342.92,Black,Karnataka,Rabi,Jowar
211.57,16.73,150.91,19.68,39.08,6.67,554.91,Alluvial,Rajasthan,Rabi,Barley
86.72,18.01,146.88,33.52,74.07,6.86,3195.82,Alluvial,Kerala,Kharif,Rice
145.88,11.51,95.29,37.21,77.04,7.44,1053.36,Black,Andhra Pradesh,Zaid,Banana
77.28,20.06,116.57,7.68,45.21,6.8,340.87,Alluvial,Haryana,Kharif,Bajra
122.52,4.7,170.71,12.99,61.23,6.08,1495.59,Laterite,Madhya Pradesh,Kharif,Sugarcane
171.39,13.6,219.33,22.09,55.85,6.7,1630.44,Red,Maharashtra,Zaid,Banana
104.31,11.83,309.91,20.17,84.02,7.27,1287.23,Alluvial,West Bengal,Rabi,Mustard
96.0,16.76,40.62,25.38,32.59,6.62,453.15,Sandy,Haryana,Rabi,Mustard
60.43,7.35,39.93,34.73,90.65,5.97,3957.64,Laterite,Kerala,Kharif,Rubber
99.94,13.63,157.41,9.82,32.54,6.9,574.12,Clay,Punjab,Kharif,Sugarcane
172.47,12.93,240.23,26.2,74.82,7.82,2818.0,Alluvial,Assam,Kharif,Sugarcane
179.69,7.02,220.21,35.0,78.85,6.24,3715.91,Red,Kerala,Kharif,Rubber
269.12,13.71,69.57,26.74,77.15,7.5,986.74,Alluvial,Tamil Nadu,Zaid,Banana
144.36,14.85,170.3,11.26,47.62,7.25,639.77,Clay,Uttar Pradesh,Zaid,Banana
128.33,10.84,80.59,26.76,64.94,6.83,1132.59,Red,Maharashtra,Zaid,Banana
247.6,18.8,99.29,35.91,77.3,7.16,1098.03,Alluvial,Bihar,Zaid,Banana
140.57,6.2,117.34,22.14,32.8,5.24,959.7,Laterite,Madhya Pradesh,Zaid,Potato
211.64,15.08,60.15,38.76,72.13,6.24,947.96,Red,Telangana,Rabi,Chilli
41.98,10.5,64.43,39.49,80.81,6.13,1120.22,Sandy,Bihar,Rabi,Potato
99.63,12.11,186.58,17.92,82.15,6.55,2495.02,Red,Assam,Zaid,Banana
301.5,14.26,130.27,9.01,65.38,6.08,750.95,Clay,Haryana,Zaid,Potato
125.76,15.17,282.71,38.7,86.46,7.02,1450.71,Black,Odisha,Zaid,Banana
44.66,6.85,22.6,6.94,44.99,7.05,512.43,Sandy,Haryana,Kharif,Bajra
81.58,20.41,169.25,25.36,53.04,7.25,445.16,Alluvial,Punjab,Kharif,Cotton
87.26,12.97,50.26,24.77,79.06,7.21,2299.72,Sandy,Kerala,Kharif,Coffee
163.64,16.22,119.02,18.86,79.74,6.18,980.28,Clay,Uttar Pradesh,Kharif,Sugarcane
283.37,23.69,92.82,43.82,74.34,7.47,1352.23,Alluvial,Madhya Pradesh,Zaid,Banana
50.31,5.32,46.25,38.67,48.81,6.07,1150.66,Sandy,Uttar Pradesh,Kharif,Cotton
68.55,4.0,84.82,19.75,49.43,8.37,967.05,Saline,Gujarat,Zaid,Potato
342.41,9.99,265.95,17.65,67.0,7.96,824.61,Alluvial,Punjab,Kharif,Cotton
131.43,11.0,153.87,15.82,44.86,6.5,1925.66,Red,Maharashtra,Zaid,Banana
106.39,9.95,77.9,33.8,70.42,6.61,2008.77,Sandy,Kerala,Rabi,Groundnut
104.66,7.99,123.77,10.04,50.02,5.64,918.0,Laterite,Madhya Pradesh,Zaid,Potato
239.67,12.94,167.08,21.72,79.92,7.42,2999.94,Black,Karnataka,Zaid,Potato
106.04,7.24,161.09,18.63,45.31,8.85,1101.9,Saline,Gujarat,Kharif,Cotton
72.84,11.69,96.38,17.89,59.4,7.73,1353.7,Black,Odisha,Kharif,Sugarcane
38.99,3.51,122.03,26.82,33.38,9.16,773.12,Saline,Gujarat,Kharif,Groundnut
193.52,22.17,134.07,13.85,45.81,6.94,601.17,Alluvial,Haryana,Zaid,Potato
158.21,5.41,93.94,30.52,93.1,5.22,2162.83,Laterite,Assam,Rabi,Potato
157.44,27.69,183.34,21.79,48.82,6.52,766.12,Clay,Haryana,Kharif,Sugarcane
137.97,27.48,237.65,25.91,71.18,6.88,496.19,Alluvial,Gujarat,Zaid,Banana
124.48,24.43,256.39,30.56,53.1,7.95,1437.75,Black,Karnataka,Kharif,Sugarcane
57.3,21.9,173.63,39.97,75.05,5.76,1472.58,Red,Maharashtra,Rabi,Groundnut
153.47,19.0,115.73,37.03,80.1,6.13,1537.35,Red,Odisha,Kharif,Turmeric
45.86,7.38,103.87,28.77,76.01,6.55,1637.14,Red,West Bengal,Kharif,Turmeric
123.35,14.9,125.92,19.45,65.97,5.85,1275.32,Red,Odisha,Zaid,Potato
105.36,5.26,56.44,42.33,55.16,5.8,600.85,Sandy,Punjab,Kharif,Maize
120.55,31.55,195.05,19.85,36.99,7.62,565.16,Alluvial,Rajasthan,Rabi,Barley
110.0,6.79,104.95,30.29,75.85,6.57,1402.46,Red,Tamil Nadu,Rabi,Chilli
341.2,8.47,238.69,15.87,53.77,6.79,1393.48,Clay,Bihar,Kharif,Rice
76.58,33.48,213.8,32.34,42.01,7.61,556.69,Alluvial,Punjab,Rabi,Jowar
61.19,5.61,136.98,18.91,57.66,5.63,789.65,Sandy,Punjab,Kharif,Maize
292.43,31.57,74.0,25.54,61.06,7.38,1601.77,Alluvial,Maharashtra,Kharif,Sugarcane
81.24,14.23,115.05,30.57,79.25,5.73,1702.92,Laterite,Kerala,Rabi,Maize
112.97,15.39,288.76,29.9,80.44,6.95,2696.57,Alluvial,Assam,Rabi,Chilli
135.91,13.93,126.29,26.14,66.22,8.41,2672.94,Black,Karnataka,Rabi,Jowar
154.41,39.91,145.08,28.61,62.99,7.71,700.78,Alluvial,Andhra Pradesh,Rabi,Tobacco
260.59,35.58,73.92,14.07,34.18,6.52,522.19,Clay,Haryana,Zaid,Banana
71.21,6.55,47.23,15.5,78.97,5.53,2454.22,Sandy,West Bengal,Rabi,Potato
40.01,4.24,115.21,27.52,34.54,6.19,507.61,Sandy,Haryana,Rabi,Gram
102.04,8.23,25.78,6.09,67.2,6.1,402.14,Sandy,Haryana,Kharif,Sesame
217.42,23.34,190.19,37.29,82.32,6.55,1015.74,Alluvial,Bihar,Rabi,Maize
141.43,6.35,133.51,11.66,64.26,6.69,1244.65,Sandy,Bihar,Zaid,Potato
108.67,11.52,274.22,38.83,45.04,7.32,1182.05,Alluvial,Telangana,Zaid,Banana
177.53,13.65,94.9,6.17,65.81,6.5,784.04,Clay,Uttar Pradesh,Rabi,Wheat
231.98,28.28,147.45,40.48,52.55,7.53,793.4,Clay,Haryana,Kharif,Cotton
100.49,7.3,54.8,23.82,41.77,6.68,1440.39,Sandy,Bihar,Rabi,Potato
61.32,11.02,57.28,15.75,86.94,5.66,1275.53,Laterite,Odisha,Zaid,Banana
54.07,12.55,162.12,39.38,40.67,5.66,814.22,Laterite,Telangana,Rabi,Maize
168.05,16.04,112.76,37.97,56.35,7.28,751.3,Alluvial,Haryana,Zaid,Potato
251.2,28.28,58.84,25.46,79.91,7.17,3965.21,Alluvial,Kerala,Rabi,Chilli
61.58,9.2,165.72,21.17,71.66,5.94,1507.49,Red,Odisha,Rabi,Tobacco
170.28,10.22,242.64,29.59,42.06,7.6,1142.37,Black,Madhya Pradesh,Rabi,Gram
153.82,31.17,217.71,33.7,66.31,6.66,1679.36,Alluvial,Odisha,Zaid,Banana
177.67,14.13,321.14,29.83,65.05,7.93,3046.74,Alluvial,Karnataka,Rabi,Jowar
219.5,17.48,256.31,33.06,62.74,7.08,1099.21,Alluvial,Andhra Pradesh,Kharif,Chilli
51.6,9.34,203.02,32.71,72.8,5.77,2914.34,Laterite,Assam,Kharif,Coconut
192.06,40.86,73.03,21.62,80.27,7.26,1945.44,Alluvial,Assam,Rabi,Potato
111.67,11.22,211.94,25.38,57.09,7.73,642.39,Black,Andhra Pradesh,Zaid,Banana
78.0,10.14,90.27,10.42,55.78,5.59,1556.38,Laterite,West Bengal,Zaid,Potato
148.42,28.22,248.2,28.51,61.96,6.18,2720.2,Red,Karnataka,Rabi,Jowar
212.93,20.23,118.85,32.54,81.88,7.1,1460.15,Black,Odisha,Rabi,Jowar
86.76,13.11,118.01,40.79,60.15,5.13,2997.26,Laterite,Maharashtra,Rabi,Jowar
82.07,5.94,111.26,17.3,41.42,8.63,1335.02,Saline,Gujarat,Rabi,Wheat
110.96,19.87,228.13,21.22,69.7,5.6,2301.0,Red,West Bengal,Kharif,Tea
42.9,8.24,76.6,30.3,61.84,6.26,627.27,Red,Andhra Pradesh,Kharif,Tobacco
88.84,13.4,62.36,16.21,37.51,6.94,1086.71,Red,Madhya Pradesh,Zaid,Banana
214.38,6.89,197.33,26.42,59.15,7.79,1507.97,Black,Madhya Pradesh,Rabi,Gram
69.85,7.19,155.51,44.02,55.8,7.23,1406.39,Black,Madhya Pradesh,Rabi,Wheat
97.39,28.04,130.63,22.48,80.1,5.65,678.71,Red,Andhra Pradesh,Kharif,Tobacco
123.81,10.85,166.92,21.37,31.32,7.56,1542.35,Black,Madhya Pradesh,Zaid,Potato
34.54,7.03,63.37,25.93,66.65,6.04,1340.4,Sandy,Bihar,Rabi,Potato
83.72,50.3,248.03,27.6,36.95,6.71,589.19,Alluvial,Punjab,Kharif,Maize
111.46,2.26,176.84,36.23,74.84,5.67,1327.43,Laterite,West Bengal,Zaid,Potato
149.49,36.02,99.4,24.28,45.93,7.58,2977.78,Alluvial,Karnataka,Kharif,Cotton
131.26,11.33,249.89,21.91,41.24,7.39,593.49,Alluvial,Rajasthan,Rabi,Wheat
85.38,17.86,108.14,23.5,76.48,7.18,2945.45,Alluvial,Maharashtra,Rabi,Chilli
208.82,26.09,258.08,33.48,77.23,6.6,3172.25,Red,Kerala,Kharif,Rubber
